"LOMA INNOVATION","['Immobilier, BTP, Architecture', 'BTP, Architecture', 'matériaux', 'déformables', 'haute technologie', 'professionnels', 'BtoB']","Des matériaux déformables haute technologie pour les professionnels"
"CHOOZ","['Services aux entreprises', 'Marketing, communication', 'Application', 'sondage', 'mobile', 'BtoB']","Application de sondage sur mobile"
"LIFEN","['Santé, Biotech, Chimie', 'Services', 'développe', 'plateforme', 'globale', 'gestion', 'données', 'santé', 'BtoB']","Développe une plateforme globale de gestion des données de santé"
"DISPLAYCE","['Services aux entreprises', 'Marketing, communication', 'Marketplace', 'publicitaire', 'affichage digital', 'BtoB']","La 1ère Marketplace publicitaire dédiée à l'affichage digital"
"KSTRATEGY","['Services aux entreprises', 'Management, stratégie', 'Intégrez', 'Expérience Utilisateur', 'produits', 'UX', 'BtoB']","Intégrez l'Expérience Utilisateur dans vos produits"
"OOPS","['Electronique & Composants', 'Objets connectés', 'Un objet connecté  pour tout retrouver', 'même le sourire']","Un objet connecté  pour tout retrouver, même le sourire"
"HOTELRESTOVISIO","['Restauration, Cuisine, Alimentation', 'Trouvez', 'réservez', 'restaurants', 'envies', 'vidéo', 'BtoB', 'BtoC']","Trouvez et réservez les restaurants de vos envies en vidéo"
"CONVIVIANCE","['SSII & NTIC', 'Télecommunication', 'éditeur', 'indépendant', 'solutions', 'reconnaissance vocale', 'BtoB']","Un éditeur indépendant de solutions à reconnaissance vocale à forte valeur ajoutée"
"MON ANIMAL PRIVE","['Services aux particuliers', 'Animaux', 'site', 'ventes privées', 'animaux', 'BtoC']","1er site de ventes privées pour animaux"
"URSELF","['Services aux entreprises', 'Marketing, communication', 'imprimerie', 'nouvelle génération', 'service', 'clients', 'BtoB']","L'imprimerie nouvelle génération au service de ses clients"
"INNOVANTIC","['Services aux entreprises', 'Productivité', 'Fabrique', 'Applications', 'services numériques', 'BtoB']","La Fabrique d’Applications"
"SOFTMOBILES","['Services aux entreprises', 'Productivité', 'Développement', 'applications métier', 'Smartphones', 'tablettes tactiles', 'BtoB']","Développement d’applications métier sur Smartphones et tablettes tactiles"
"XXII GROUP","['Electronique & Composants', 'Objets connectés', 'développement', 'design', 'objets connectés', 'BtoB']","Un collectif d'entrepreneurs, d'ingénieurs, de développeurs et de designers"
"SURGICAL PERSPECTIVE","['Santé, Biotech, Chimie', 'Accessoires médicaux', 'instruments', 'chirurgie', 'biotech', 'BtoB']","Écarteurs chirurgicaux à usage unique destinés à réduire les incisions en chirurgie mini-invasive"
"MYDESIGN.COM","['Meuble, Décoration', 'Leader français', 'déco personnalisée', 'internet', 'décoration', 'BtoC']","Leader français en déco personnalisée sur internet"
"SHINYPIX","['Jeux, Jouets', 'studio', 'indépendant', 'développement', 'édition', 'jeux mobiles', 'BtoC']","Un studio indépendant de développement et d’édition de jeux mobiles"
"HANAKAI STUDIO","['Jeux, Jouets', 'Développement', 'jeux vidéo', 'innovants', 'objets connectés', 'BtoC']","Développement de jeux vidéo innovants utilisant des objets connectés"
"SHIRO GAMES","['Jeux, Jouets', 'studio', 'indépendant', 'jeu vidéo', 'riches', 'innovantes', 'BtoC']","Un studio indépendant créé par des vétérans du jeu vidéo afin de créer des expériences de jeu riches et innovantes"
"CUBICAL DRIFT","['Jeux, Jouets', 'studio', 'indépendant', 'jeux vidéo', 'BtoC']","Un studio indépendant de jeux vidéo"
"TRAXXS","['Mode, Textile, Beauté', 'Accessoires', 'Solution', 'wearable', 'chaussures', 'géolocalisation', 'BtoC']","Solution wearable pour chaussures"
"VIANEO","['Services aux entreprises', 'Management, stratégie', 'édition', 'logiciels', 'management', 'innovation', 'BtoB']","Une société d'édition de logiciels appliqués au management de l'innovation"
"ARIONEO","['Electronique & Composants', 'Objets connectés', 'Objets connectés', 'chevaux', 'BtoB']","Objets connectés dédiés au monde équi"
"NEOSENSYS","['SSII & NTIC', 'Sécurité', 'intelligence', 'vidéo', 'service', 'sécurité', 'magasins', 'BtoB']","L'intelligence vidéo au service de la sécurité des magasins"
"SKINEXIGENCE","['Santé, Biotech, Chimie', 'Diagnostique, Analyse', 'Evaluation', 'techniques innovantes', 'efficacité', 'produits', 'dermo-cosmétiques', 'BtoB']","Evaluation par des techniques innovantes de l’efficacité de produits dermo-cosmétiques"
"OFFICINEA","['Mode, Textile, Beauté', 'Cosmétique', 'laboratoire', 'beauté', 'santé', 'BtoC']","Un laboratoire engagé pour votre beauté et votre santé"
"ADRENALINE HUNTER","['Voyage, Hébergement', 'Réservation', 'activités', 'sports extrêmes', 'BtoC', 'BtoB']","Réservez des activités sports extrêmes & outdoor partout dans le monde"
"NIVELY","['Santé, Biotech, Chimie', 'Services', 'géolocalisation', 'indoor', 'établissements de santé', 'BtoB']","Spécialisée dans la géolocalisation indoor pour les établissements de santé"
"CLARTEIS","['Santé, Biotech, Chimie', 'Accessoires médicaux', 'développement', 'dispositifs médicaux', 'lumière', 'BtoB']","Développement de dispositifs médicaux dont le principe actif est la lumière"
"DREAMUP VISION","['Santé, Biotech, Chimie', 'Health Tech', 'Aide', 'dépistage', 'rétinopathie', 'diabète', 'BtoB']","Aide au dépistage de la rétinopathie du diabète"
"LYTID","['Electronique & Composants', 'Instrumentation, Capteurs', 'développe', 'commercialise', 'sources', 'ondes térahertz', 'compactes', 'faciles d’utilisation', 'BtoB']","Développe et commercialise des sources d’ondes térahertz compactes et faciles d’utilisation"
"PINOTBLEU","['Restauration, Cuisine, Alimentation', 'Boissons alcoolisées', 'vin', 'collaboratif', 'application', 'durable', 'écologie', 'bio', 'vente']","Devenez le caviste de vos amis !"
"WIIDII","['Services aux particuliers', 'Commodité', 'assistant personnel', 'chatbot', 'bot', 'hybride', 'conciergerie', 'BtoB', 'BtoC']","Le premier assistant personnel hybride"
"PARKISSEO","['Transport & Logistique', 'Parking', 'jeune entreprise innovante', 'stationnement intelligent', 'automobilistes', 'BtoB', 'BtoC']","Une jeune entreprise innovante dans le domaine du stationnement intelligent"
"PACK EDITIONS","['Services aux entreprises', 'Marketing, communication', 'solution', 'clé en main', 'clients', 'directe', 'non intrusive', 'BtoB']","Une solution clé en main qui vous permet de s'dressez vous à vos clients de façon directe et non intrusive"
"LOWIEE","['Electronique & Composants', 'Instrumentation, Capteurs', 'paquet', 'cigarettes', 'intelligent', 'IoT', 'objet connecté', 'BtoC']","Le paquet de cigarettes intelligent"
"CONNECT O","['Electronique & Composants', 'Objets connectés', 'contrôle', ""consommation d'eau"", 'capteur', 'objet connecté', 'BtoC']","Reprenez le contrôle de votre consommation d'eau"
"KINGBOXING","['Art, Culture, Loisirs, Sport', 'Sport', 'Ventes', 'articles', 'sports de combat', 'BtoB', 'BtoC']","Ventes d'articles de sports de combat"
"SWABBL","['Services aux entreprises', 'Productivité', 'app', 'business', 'équipe', 'prospect', 'BtoB']","Une app pour faire du business en équipe"
"WEBFORCE 3","['Education, Apprentissage', 'formation', 'métier', 'développeur', 'web', 'mobile', 'BtoB']","Délivre une formation de 3 mois au métier de développeur web et mobile"
"MABOUTIQUEONATUREL","['Santé, Biotech, Chimie', 'Pharmaceutique', 'vente', 'compléments alimentaires', 'produits cosmétiques', 'naturels', 'bio', 'BtoB']","Spécialiste dans la vente de compléments alimentaires et de produits cosmetiques naturels et bio"
"EHTECH","['Cleantech, Energie', 'Développement durable', 'Récupérateur', 'chaleur', 'douche', 'BtoC']","Récupérateur de chaleur pour douche"
"ROBOCARE LAB","['Electronique & Composants', 'Objets connectés', 'Services', 'robotiques', 'innovants', 'vie meilleure', 'objets connectés', 'BtoB', 'BtoC']","Services robotiques innovants pour une vie meilleure"
"YZATEC","['Electronique & Composants', 'Instrumentation, Capteurs', 'Spécialiste', 'capteurs', 'piézoélectriques', 'développement', 'fabrication', 'hautes performances', 'BtoB']","Spécialiste des capteurs piézoélectriques"
"NOISE MAKERS","['SSII & NTIC', 'Media', 'développement', 'plug-ins', 'audio', 'synthétiseur', 'bibliothèques', 'interactives', 'à la demande', 'BtoB']","Développement de plug-ins audio, synthétiseur et bibliothèques audio interactives à la demande"
"HEXACHORDS","['Art, Culture, Loisirs, Sport', 'Musique', 'technologies', 'composer', 'instantanément', 'musique', 'qualité', 'BtoB', 'BtoC']","Des technologies qui permettent de composer instantanément de la musique de qualité"
"EFFICIENCIA","['Immobilier, BTP, Architecture', 'BTP, Architecture', 'solution', 'scénarios', 'prévision', 'optimisation', 'consommation énergétique', 'bâtiments', 'BtoB']","Propose une solution qui délivre des scénarios de prévision et d’optimisation de la consommation énergétique pour les bâtiments"
"CAPTURS","['Electronique & Composants', 'Produits High Tech', 'Tracker', 'GPS', 'innovant', 'sport outdoor', 'BtoB', 'BtoC']","Tracker GPS innovant pour le sport outdoor"
"KEYMO","['Immobilier, BTP, Architecture', 'Immobilier', 'Déléguez', 'recherche immobilière', 'sérénité', 'BtoB', 'BtoC']","Déléguez votre recherche immobilière en toute sérénité"
"KINGBOX","['Services aux particuliers', 'Stockage', 'Location', 'Box', 'Sécurisé', 'en libre accès', 'BtoB', 'BtoC']","Location de Box Sécurisé en libre accès"
"WOODSOURCING","['SSII & NTIC', 'Internet', 'réseau social', 'industrie du bois', 'BtoB']","Le premier réseau social dédié à l'industrie du bois"
"PRICECOMPARATOR","['Services aux entreprises', 'Marketing, communication', 'Veille', 'Prix', 'BtoB', 'Logiciel', 'SaaS']","PriceComparator is a competitor price tracking and monitoring software for worldwide e-commerce companies"
"INTERACTION HEALTHCARE","['Services aux entreprises', 'Productivité', 'Agence digitale', 'santé', 'marketing', 'BtoB']","Agence digitale spécialisée en santé"
"WYCA","['Electronique & Composants', 'Drone, Robotique', 'Développe', 'solutions', 'accueil', 'assistance physique', 'à distance', 'BtoB']","Développe des solutions d’accueil et d’assistance physique du client à distance"
"MIMBUS","['Education, Apprentissage', 'Simulateurs', 'formation professionnelle', 'réalité virtuelle', 'capture de mouvement', 'apprentissage virtuel', 'BtoB']","Simulateurs dédiés à la formation professionnelle"
"DONECLE","['Transport & Logistique', 'Solution', 'inspection', 'ultra-rapide', 'drones', 'BtoB']","Solution d’inspection ultra-rapide à base de drones"
"FLIPR","['Electronique & Composants', 'Instrumentation, Capteurs', 'objet connecté', 'entretien', 'piscine', 'BtoC']","Un objet connecté qui facilite l'entretien de votre piscine"
"SKYLIGHTS","['Electronique & Composants', 'Multimedia, Divertissement', 'Développe', 'commercialise', 'solution', 'divertissement', 'compagnies aériennes', 'BtoB']","Développe et commercialise une solution de divertissement à destination des compagnies aériennes"
"EYELIGHTS","['Transport & Logistique', 'Moto, Vélo', 'GPS', 'route', 'moto', '']","Le GPS sans quitter la route des yeux"
"ECO-TECH CERAM","['Cleantech, Energie', 'Développement durable', 'solutions techniques', 'transition énergétique', 'durable', ""valorisation de l'énergie"", 'stockage de chaleur', 'matériaux céramiques', 'BtoB']","Des solutions techniques au service d'une transition énergétique durable"
"IMMERSIVE ROBOTICS","['Electronique & Composants', 'Objets connectés', 'Conception', 'robots', 'téléprésence', 'immersive', 'autonomie', 'BtoB', 'BtoC']","Conception de robots de téléprésence immersive pouvant être doués d’autonomie"
"STILL HUMAN","['Electronique & Composants', 'Objets connectés', 'robotique', 'objets connectés', 'électronique', 'BtoB', 'BtoC']","Une start up française spécialisée en robotique et objets connectés"
"SYBOT","['Electronique & Composants', 'Drone, Robotique', 'Conçoit', 'fabrique', 'industriellement', 'bras robotiques collaboratifs', 'CoBots', 'BtoB']","Conçoit et fabrique industriellement des bras robotiques collaboratifs"
"AUTONOMAD MOBILITY","['Santé, Biotech, Chimie', 'Health Tech', 'Aide technique', 'personnes à mobilité réduite', 'kit', 'fauteuil roulant', 'BtoC']","Aide technique pour les personnes à mobilité réduite"
"SYOS","['Art, Culture, Loisirs, Sport', 'Musique', 'fabricant', 'high-tech', 'instruments', 'musique', 'sur-mesure', 'BtoB', 'BtoC']","SYOS offre aux saxophonistes un son sur-mesure grâce à des becs personnalisés, imprimés en 3D"
"ANTSWAY","['Transport & Logistique', 'Logistique', 'solution', 'innovante', 'durable', ""flotte d'entreprise"", 'BtoB']","Une solution innovante et durable pour votre flotte d'entreprise"
"HUBLEX","['Transport & Logistique', 'conçoit', 'développe', 'commercialise', 'solutions', 'déplacement', 'innovantes', 'BtoB']","Conçoit, développe et commercialise des solutions de déplacement innovantes à destination des professionnels parcourant de longues distances sur leurs lieux de travail"
"MIRSENSE","['Electronique & Composants', 'Instrumentation, Capteurs', 'spectrométrie infrarouge', 'électronique', 'BtoB']","La startup innovante de la spectrométrie infrarouge"
"AJELIS","['Cleantech, Energie', 'Recyclage', 'Conceptrice', 'nouvelle génération', 'matériaux sorbants', 'BtoB']","Conceptrice d'une nouvelle génération de matériaux sorbants"
"AERACCESS","['Electronique & Composants', 'Drone, Robotique', 'conception', 'fabrication', 'solutions', 'drones', 'sécurité', 'défense', 'BtoB']","Une société spécialisée dans la conception et la fabrication de solutions à base de drones destinées à des secteurs tels que la sécurité et la défense"
"HEAVENIZE","['Finance', 'Banque, Assurance', 'éditeur', 'solutions logicielles', 'finance de marché', 'BtoB']","Un éditeur de solutions logicielles dédiées à la finance de marché"
"FORTIA","['Services aux entreprises', 'Juridique, Administratif', 'solution logicielle', 'gestion de la conformité', 'contrôle interne', 'reporting', 'BtoB']","Une solution logicielle de gestion de la conformité, du contrôle interne et du reporting"
"ENLAPS","['Electronique & Composants', 'Produits High Tech', 'solution', 'sans limite', 'création', 'time lapses', 'BtoB', 'BtoC']","Une solution sans limite pour la création d'incroyables time lapses"
"TWINPEEK","['SSII & NTIC', 'Sécurité', 'solution', 'Protection', 'Monétisation', 'Données Personnelles', 'BtoC']","La première solution de Protection & Monétisation de Données Personnelles"
"ELICHENS","['Electronique & Composants', 'Instrumentation, Capteurs', 'capteurs', 'services disruptifs', 'mesure', 'Qualité de l’Air', 'grand public', 'industriels', 'BtoB', 'BtoC']","Offre des capteurs et services disruptifs pour la mesure de la Qualité de l’Air pour les marchés grand public et industriels"
"PRICILLA M","['Mode, Textile, Beauté', 'Accessoires', 'Créations originales', 'maroquinerie', 'personnalisable', 'classicisme', 'modernité', 'BtoC']","Créations originales de maroquinerie personnalisable alliant classicisme et modernité"
"INNIXIM","['Santé, Biotech, Chimie', 'Accessoires médicaux', 'produits innovants', 'imagerie dentaire', 'nouvelle génération', 'BtoB']","L’imagerie dentaire nouvelle génération"
"MIRAXESS","['Electronique & Composants', 'Produits High Tech', 'Développe', 'extension', 'transforme', 'Smartphone', 'ordinateur portable', 'BtoC']","Développe une extension qui transforme votre Smartphone en ordinateur portable"
"CLH CONSEILS","['Services aux entreprises', 'Management, stratégie', 'Accompagnement', 'conseils', 'revenue', 'e-distribution', 'management', 'BtoB']","Accompagnement et conseils en revenue & e-distribution management"
"LE MOT D AMOUR","['Services aux particuliers', 'livreur', 'amour', 'cadeau', 'calligraphie', 'BtoC']","Le premier livreur d'amour"
"BUDDLER","['Art, Culture, Loisirs, Sport', 'Rencontre', 'Localisez', 'partez', 'rencontre', 'amis', 'croisez', 'application mobile', 'BtoC']","Localisez et partez à la rencontre des amis que vous croisez sans le savoir"
"SMART PROSPECTIVE","['SSII & NTIC', 'Big Data', 'adapte', 'affichage publicitaire physique', 'publicité', 'Big Data', 'BtoB']","Startup qui adapte l’affichage publicitaire physique aux personnes qui passent à proximité"
"ARGOSIM","['SSII & NTIC', 'logiciels', 'applicatifs', 'systèmes embarqués', 'BtoB']","Validation de systèmes embarqués"
"SIMPLY MOVE","['Transport & Logistique', 'Logistique', 'assistance', 'déménagement', 'installation', 'BtoB', 'BtoC']","Un véritable coach pour le déménagement et l'installation"
"MYCOACHFOOT","['Art, Culture, Loisirs, Sport', 'Sport', 'assistant', 'numérique', 'universel', 'entraîneurs', 'football', 'BtoC']","1er assistant numérique universel des entraîneurs de football"
"SKOLEIO","['Education, Apprentissage', 'partenaire', 'aide', 'prise d’informations', 'prise de décision', 'orientation post-bac', 'BtoC']","Votre partenaire d’aide à la prise d’informations et de décision pour l’orientation post-bac"
"WHEELERS STORE","['Electronique & Composants', 'Produits High Tech', 'Roue électrique', 'gyroroues électriques', 'transport', 'BtoC']","Le meilleur de la Roue électrique"
"UPMYDEES","['Mode, Textile, Beauté', 'Vêtements', 'Vendre', 'produits personnalisés', 'communauté', 'crowdfunding', 'BtoC', 'CtoC']","Vendre des produits personnalisés à sa communauté"
"WEECAME","['Art, Culture, Loisirs, Sport', 'Sortie', 'application mobile', 'révolutionne', 'soirées', 'sorties', 'BtoC']","La nouvelle application mobile qui révolutionne tes soirées"
"CANHEGAT","['Electronique & Composants', 'Produits High Tech', ""capteur d'activité"", 'intelligent', 'animal', 'objet connecté', 'électronique', 'BtoC']","Le capteur d'activité intelligent pour un animal en pleine forme"
"BLUETENS","['Santé, Biotech, Chimie', 'Accessoires médicaux', 'dispositif médical', 'technologie', 'électrostimulation', 'BtoC']","Un dispositif médical basé sur la technologie de l’électrostimulation"
"AMA","['SSII & NTIC', 'Télecommunication', 'Solution', 'mobile', 'Xpert Eye', 'lunettes connectées', 'BtoB', 'BtoC']","Solution mobile Xpert Eye avec lunettes connectées"
"LIVESTORM","['SSII & NTIC', 'Internet', 'entreprises', 'exploiter', 'webinar', 'leads', 'BtoB']","Aide les entreprises à exploiter au mieux le webinar"
"7 MEDICAL","['Santé, Biotech, Chimie', 'Services', 'santé', 'poche', 'solution', 'mobile', 'BtoB', 'BtoC']","Toute ma santé dans la poche"
"LEKKER","['Mode, Textile, Beauté', 'Vêtements', 'concept store', 'convivial', 'vendre', 'BtoC']","Un concept store convivial où tout est à vendre"
"DEPIL TECH","['Santé, Biotech, Chimie', 'Services', 'spécialiste', 'épilation définitive', 'rajeunissement de la peau', 'lumière pulsée', 'BtoC']","Le spécialiste de l'épilation définitive et du rajeunissement de la peau par la lumière pulsée"
"SENIORS-EXPERTISES","['Emploi, Job', 'plateforme', 'mise en relation', 'compétences', 'seniors', 'BtoC', 'CtoC']","Une plateforme de mise en relation pour la mise à disposition des compétences des seniors"
"LES ATELIERS D AUBUSSON","['Meuble, Décoration', 'tapisserie', 'collections', 'décors', 'BtoB', 'BtoC']","Livre une toute nouvelle interprétation de la tapisserie"
"VISITMOOV","['Voyage, Hébergement', 'Site internet', 'Application mobile', 'Circuits', 'Optimisation', 'Voyage', 'tourisme', 'BtoC']","Organisez et optimisez vos visites touristiques et culturelles"
"WEE-JACK","['Finance', 'Financement', 'réseau social', 'donateurs', 'crowdfunding', 'mise en relation', 'financement', 'BtoB', 'BtoC']","Le réseau social des donateurs"
"EMOSIS","['Santé, Biotech, Chimie', 'Diagnostique, Analyse', 'Tests de diagnostic in vitro en hémostase']","Tests de diagnostic in vitro, en hémostase"
"MISS CANDY","['Mode, Textile, Beauté', 'Accessoires', 'Bijoux fantaisies', 'bonbons', 'marque', 'accessoires', 'mode', 'BtoC']","Bijoux fantaisies en véritables bonbons"
"WIKIPME","['Services aux entreprises', 'Productivité', 'Communauté', 'numérique', 'solidaire', 'entrepreneurs', 'BtoB']","Communauté numérique et solidaire des entrepreneurs de France"
"SELUNI","['Mode, Textile, Beauté', 'Accessoires', 'plateforme', 'vente aux enchères', 'en ligne', 'créations uniques', 'BtoC']","Une plateforme de vente aux enchères en ligne de créations uniques"
"PAIMA","['Mode, Textile, Beauté', 'Cosmétique', 'Boutique', 'en ligne', 'cosmétiques', 'naturels', 'layering', 'BtoC']","Boutique en ligne de cosmétiques naturels spécialisée dans le layering"
"COFONDATEUR.FR","['Services aux entreprises', 'Services (Autres)', 'plateforme', 'mise en relation', 'entrepreneurs', 'développeur', 'startup', 'levée de fonds', 'associé', 'association', 'entreprise']","Plateforme de mise en relation entre porteurs de projets et développeurs souhaitant entreprendre"
"42TEA","['Restauration, Cuisine, Alimentation', 'Boissons non alcoolisées', 'expérience', 'dégustation', 'thé', 'objet connecté', 'IoT', 'électronique', 'BtoC']","Vous propose la meilleure expérience de dégustation du thé"
"LEVERTECH CONSULTING","['Services aux entreprises', 'Conseil', 'cabinet', 'conseil', 'système d’information', 'technologie', 'BtoB']","Un cabinet de conseil, spécialisé autour des domaines fonctionnels du système d’information et de la technologie"
"OSCAR BIJOUX","['Mode, Textile, Beauté', 'Accessoires', 'marque', 'bijoux fantaisies', 'chic', 'originale', 'délicate', 'BtoC']","Une marque de bijoux fantaisies chic, originale et délicate"
"NACHOS MEXICAN GRILL","['Restauration, Cuisine, Alimentation', 'Services', 'concept', 'innovant', 'restauration rapide', 'fajitas', 'tacos', 'salades', 'BtoC']","Un concept innovant de restauration rapide mexicaine"
"SORAN","['Mode, Textile, Beauté', 'Vêtements', 'Marque', 'prêt à porter', 'accessoires', 'homme', 'BtoC']","Marque de prêt à porter et accessoires pour homme"
"JUNKFOOD FACTORY","['SSII & NTIC', 'Media', 'vidéo', 'sur Internet', 'media', 'BtoB', 'BtoC']","Startup spécialisée dans la vidéo sur Internet"
"MAISON DU RUNNING","['Mode, Textile, Beauté', 'Accessoires', 'Magasin', 'course à pied', 'trail', 'triathlon', 'marche nordique', 'BtoC']","Magasin spécialisé pour la course à pied"
"SEPT CINQ","['Mode, Textile, Beauté', 'Accessoires', 'Dénicheur', 'créateur parisiens', 'mode', 'accessoires', 'BtoC']","Dénicheur de créateurs parisiens"
"LA MINUT RIT","['Services aux entreprises', 'RH', 'Franchise', ""conciergerie d'entreprise"", 'services', 'BtoB']","Franchise de conciergerie d'entreprise"
"TIME 2 GET REAL","['Art, Culture, Loisirs, Sport', 'Sport', 'organisation', 'compétitions', 'médias sportifs', 'internet', 'BtoC']","Spécialisé dans l’organisation de compétitions de médias sportifs sur internet"
"SYNSPARK","['SSII & NTIC', 'Sécurité', 'plateforme', 'nouvelle génération', 'sécurité', 'BtoB']","La plateforme nouvelle génération de sécurité"
"SWOUIP","['Services aux entreprises', 'Web marketing, publicité en ligne', 'service', 'web', 'mobile', 'commerçants de proximité', 'consommateurs', 'en un clic', 'BtoB', 'BtoC']","un service web et mobile qui relie commerçants de proximité et consommateurs, en un clic"
"CLOUDNETCARE","['SSII & NTIC', 'Cloud', 'plateforme', 'CloudTesting', 'mesurer', 'qualité', 'BtoB']","Une plateforme de CloudTesting capable de mesurer la qualité perçue par l'internaute"
"THELIO","['SSII & NTIC', 'Big Data', 'accompagne', 'entreprises', 'croissance', 'conseil', 'Big Data', 'Business Intelligence', 'BtoB']","Accompagne les entreprises dans leur croissance"
"CARSWAPPING","['Transport & Logistique', 'Voiture', 'auto partage', 'carsharing', 'transport', 'échange', 'CtoC', '']","L'autopartage entre particuliers"
"MYECOCAR","['Transport & Logistique', 'Voiture', 'covoiturage', 'transport', '']","Site de covoiturage écologique sans frais"
"PRACTISPORT","['Art, Culture, Loisirs, Sport', 'Sport', 'réseau social', 'sportifs', 'niveau', 'sport', 'BtoB', 'BtoC']","Le réseau social des sportifs quelque soit le niveau et le sport"
"SIXMON","['Services aux entreprises', 'Productivité', 'défis', 'développement', 'web', 'mobile', 'BtoB']","Aide les entreprises à relever leurs défis de développement, web et mobile"
"SELLINGATHOME","['Services aux entreprises', 'Marketing, communication', 'CRM', 'vente en réunion', 'BtoB']","Le CRM de la vente en réunion"
"CAIRNS ET CONSEILS","['Services aux entreprises', 'Management, stratégie', 'Stratégie opérationnelle', 'performance', 'projets', 'BtoB']","Stratégie opérationnelle et performance des projets"
"PILGREEM","['Services aux entreprises', 'RH', 'plateforme collaborative', 'facilite', 'partage', 'temporaire', 'salariés', 'entre entreprises', 'BtoB']","La plateforme collaborative qui facilite le partage temporaire de salariés entre entreprises proches"
"KEYVEO","['Services aux entreprises', 'Productivité', 'partenaire', 'numérique', '3D', 'réalité augmentée', 'BtoB']","Votre partenaire numérique"
"WEBAXYS","['SSII & NTIC', 'Télecommunication', 'Hébergeur', 'Opérateur Télécom', 'service', 'entreprises', 'BtoB']","Hébergeur et Opérateur Télécom au service des entreprises"
"EPURBOX","['Cleantech, Energie', 'Développement durable', 'spécialiste', 'location', 'station d’épuration mobile', 'BtoB']","Le spécialiste de la location de station d’épuration mobile"
"OBOROBO","['Electronique & Composants', 'Drone, Robotique', 'expert', 'robots-tondeuses', 'robots domestiques', 'BtoC']","L'expert des robots-tondeuses et robots domestiques"
"HENOSIS","['SSII & NTIC', 'Sécurité', 'infrastructures informatiques', 'bases de données', 'gestion de données', 'BtoB']","Entreprise spécialisée dans les infrastructures informatiques et les bases de données"
"SIQUAL","['SSII & NTIC', 'Sécurité', 'sécurité', 'ingénierie informatique', 'cloud', 'BtoB']","Spécialiste de la sécurité et de l’ingénierie informatique"
"MOTIONDEMO","['Services aux entreprises', 'Marketing, communication', 'Studio', 'Production', 'Vidéo', 'démonstration produit', 'BtoB']","Studio de Production de Vidéo de démonstration produit"
"OFELIAS","['Services aux entreprises', 'Productivité', 'Simplifie', 'quotidien', 'entreprises', 'BtoB']","Simplifie le quotidien des entreprises"
"GEOKAPS","['SSII & NTIC', 'Internet', 'smart social data', 'lead generation', 'buyer persona', 'AI driven', 'customer behavior', 'Web Semantic', 'Deep Profiling', 'Machine Learning']","Détecteur d'opportunités sur les réseaux sociaux"
"CALENDEASY","['Services aux entreprises', 'Productivité', 'Solution', 'gestion', 'agenda', 'municipalities', 'élus', 'BtoB']","Solution de gestion d'agenda dédiée aux municipalités"
"TRECX","['Art, Culture, Loisirs, Sport', 'Sport', 'Trouvez', 'coachs', 'sportifs', 'facilement', 'BtoB', 'BtoC']","Trouvez des coachs sportifs facilement"
"DAWEX","['SSII & NTIC', 'Internet', 'Vendre', 'échanger', 'acheter', 'données', 'BtoB']","Vendre, échanger et acheter des données"
"BUILDIZ","['Immobilier, BTP, Architecture', 'BTP, Architecture', 'Trouvez', 'meilleurs acteurs', 'bâtiment', 'BtoB', 'BtoC']","Trouvez les meilleurs acteurs du bâtiment"
"HOP2D","['Cleantech, Energie', 'Recyclage', 'partenaire', 'projet', 'méthanisation', 'développement durable', 'BtoB', 'BtoC']","Un partenaire idéal pour votre projet de méthanisation"
"LA BOX BD","['Art, Culture, Loisirs, Sport', 'Littérature', 'box', 'bandes dessinées', 'BtoC']","La box de bandes dessinées"
"FANARIDE","['Art, Culture, Loisirs, Sport', 'Sport', 'réseau social', 'sports extrêmes', 'sports mécaniques', 'BtoC']","Réseau Social des Sports Mécaniques et Extrêmes"
"DOCOTOP","['Santé, Biotech, Chimie', 'Services', 'Trouvez', 'meilleur', 'professionnel', 'santé', 'BtoB', 'BtoC']","Trouvez le meilleur professionnel de santé"
"LOK-IZ","['Immobilier, BTP, Architecture', 'Immobilier', 'plateforme', 'rencontre', 'propriétaires', 'locataires', 'mise en relation', 'CtoC']","La première plateforme de rencontre entre propriétaires et locataires"
"HOMCUT","['Services aux particuliers', 'Services à domicile', 'service', 'réserver', 'coiffeur', 'à la maison', 'au bureau', 'BtoB', 'BtoC']","Un service permettant de réserver et faire venir un coiffeur pour se faire coiffer à la maison ou au bureau"
"GWAPIT","['SSII & NTIC', 'Cloud', 'application', 'gérer', 'actions quotidiennes', 'email', 'web applications', 'téléphone', 'BtoB']","La première application permettant aux professionnels de gérer les actions quotidiennes issues de leur email, de leurs web applications ainsi que de leur téléphone"
"PHARMANCO","['Santé, Biotech, Chimie', 'Pharmaceutique', 'pharmacie', 'en ligne', 'parisienne', 'BtoC']","La première grande pharmacie en ligne parisienne"
"SOYEZBCBG","['Services aux particuliers', 'Services à domicile', 'plateforme', 'en ligne', 'Pressing', 'à domicile', 'personnes pressées', 'élégance', 'BtoC']","Une plateforme en ligne de Pressing à domicile spécialement créée pour les personnes pressées mais soucieuses de leur élégance"
"PROFILERH","['Services aux entreprises', 'RH', 'Logiciel', 'en ligne', 'gratuit', 'gestion', 'RH', 'BtoB']","Logiciel en ligne gratuit de gestion de vos RH"
